edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P079,sdg06,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Community‐level garbage sorting, recycling and waste‐to‐energy systems (SDG‐06) provide organic amendments, bioenergy and recycled materials that support sustainable farming practices and forest plantations (SDG‐15). Conversely, sustainable agriculture and nature‐based ecosystem rehabilitation generate biomass and organic residues that feed into circular waste management streams and reduce pollutant loads, creating a positive feedback loop that eases implementation of both policies.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P080,sdg06,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation by promoting circular‐economy and low‐carbon strategies. SDG‐06 focuses on waste management and resource recovery, while SDG‐15 emphasizes eco‐friendly, sustainable agriculture and ecosystem protection. Together they push the shared driver (environmental contamination & degradation) in the same direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P081,sdg09,sdg11,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-09’s development of circular-economy infrastructure, standards, financial mechanisms and clean-energy support lowers barriers for EV manufacturing, battery reuse/recycling and low-carbon logistics. Conversely, SDG-11’s incentives, procurement mandates and public-awareness efforts for EV uptake create market demand and scale that accelerate circular-economy initiatives in battery lifecycle management and clean-energy integration.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P082,sdg09,sdg11,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-09 and SDG-11 seek to reduce environmental contamination and degradation by promoting low-carbon, eco-friendly development. SDG-09 advances circular economy practices—recycling, reuse, clean energy and CO₂ reduction—while SDG-11 drives a shift to electric vehicles to cut tailpipe emissions and pollution. Together they reinforce each other’s aims, yielding cumulative environmental benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P083,sdg09,sdg12,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-09’s restructuring of industries under the BCG framework, clean energy adoption and certification systems creates demand and standards for recycled inputs and low-waste processes, easing SDG-12’s rollout of material-flow analyses, waste-recovery regulations and circular platforms. Conversely, SDG-12’s platforms for circular businesses, regulations for recovering industrial waste and strategies to reuse agricultural residues supply SDG-09 with validated inputs and practices for eco-friendly products and services, forming a positive feedback loop.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P084,sdg09,sdg12,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies promote circular economy principles and resource efficiency to reduce environmental contamination and degradation. SDG-09 drives low-carbon, closed-loop industrial and service models, while SDG-12 focuses on rehabilitating natural resources and eliminating waste through sufficiency economy and material flow management. Together they push the shared driver in the same direction, reinforcing waste reduction, recycling, reuse and pollution control.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P085,sdg09,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"The circular-economy and low-carbon industry measures under SDG-09 supply recycled materials, clean-energy tools and eco-certifications that ease uptake of sustainable farming models, while SDG-15’s nature-based agriculture and ecosystem restoration provide biomass, ecosystem services and raw materials that support bio-circular-green industries, creating a positive feedback loop.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P086,sdg09,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation by promoting resource efficiency, eco-friendly practices, low-carbon growth (SDG-09) and by advancing sustainable land-use, ecosystem management and nature-based agriculture (SDG-15). They jointly push the shared driver in the same direction, yielding cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P087,sdg11,sdg12,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-12’s focus on material-flow analysis and industrial waste recovery can support end-of-life management and recycling of EV batteries and components, lowering raw-material demand for EV manufacturing. Conversely, scaling up EV production and use under SDG-11 creates demand and incentives for robust circular systems (e.g., battery recycling platforms), reinforcing SDG-12’s circular economy measures.",Mutual implementation benefit (Multiple challenges),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P088,sdg11,sdg12,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce environmental contamination and degradation. SDG-11 reduces air and environmental pollution by shifting transport to zero-emission vehicles, while SDG-12 minimizes industrial and agricultural waste discharges through circular resource management. Together they cumulatively reduce drivers of AMR in the environment.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P089,sdg11,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Independent,Indirect,FALSE,FALSE,"The EV incentives, procurement mechanisms and public-awareness campaigns are managed by transport and industry agencies, whereas sustainable-farming measures are driven by agricultural and forestry ministries. There is no direct overlap or facilitation between the two sets of implementation measures, so each proceeds without materially affecting the other’s rollout.",Parallel implementation pathways (Multiple challenges),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P090,sdg11,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both the electric-vehicle policy and the sustainable-farming policy aim to reduce environmental contamination and degradation. Encouraging a shift from internal-combustion to zero-emission vehicles cuts air and soil pollution, while eco-friendly agriculture and ecosystem rehabilitation directly protect and restore land and water quality. Together they advance the shared driver toward lower environmental contamination.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P091,sdg12,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-12’s circular‐economy platforms and materials‐flow analyses facilitate the reuse of agricultural and forestry residues generated under SDG-15’s sustainable farming and reforestation models, while SDG-15’s protection and rehabilitation of ecosystems ensure a reliable, healthy biomass resource base for SDG-12’s waste‐recovery and reuse systems, creating reinforcing feedbacks.",Mutual implementation benefit (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P092,sdg12,sdg15,SDG-SDG,Thailand,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce environmental contamination and degradation by improving resource efficiency, rehabilitating ecosystems and promoting sustainable use of natural resources. SDG-12’s focus on waste reduction and circularity complements SDG-15’s emphasis on ecosystem protection and sustainable agriculture, cumulatively driving down pollution and degradation.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P093,amr05,amr04,AMR-AMR,Thailand,Governance & Financing,Align,Direct,TRUE,FALSE,"Establishing national AMR structures, monitoring and evaluation (Policy 1) creates the institutional capacity and data systems that make distribution control and law enforcement (Policy 2) more effective. Conversely, strengthened distribution control systems and enforcement generate the operational results and evidence that feed into the governance bodies and monitoring frameworks established under Policy 1.",Mutual implementation benefit (Multiple challenges),Medium,"Thailand policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",governance capacity,Multiple challenges,0.905214996,Distal,Implementation
